From Date,PM2.5 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Temp (),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),VWS (m/s),Xylene (ug/m3),AT (degree C)
2012-07-11,,44.610769230769236,34.21909090909091,80.25,21.718461538461536,2.4661538461538464,35.762727272727275,2.4076923076923076,4.836923076923076,27.952727272727273,79.94454545454545,4.549230769230769,170.0823076923077,210.05846153846156,750.4583333333334,0.0,,
2012-07-12,,63.652499999999996,26.6675,114.38000000000001,10.445,2.6375,11.8975,0.16,1.165,31.2575,80.54,0.73,162.08666666666667,147.4825,750.2433333333333,,,
2012-07-13,,41.878461538461536,29.48846153846154,71.07538461538462,16.874166666666667,3.5007692307692304,21.956153846153846,0.5007692307692307,5.685384615384615,29.51846153846154,69.78846153846153,1.106923076923077,207.63923076923078,227.97615384615386,749.88,,,
2012-07-14,,13.624166666666667,17.797083333333333,31.425833333333333,10.04857142857143,1.3225,27.859166666666667,0.3620833333333333,4.06,28.824166666666667,75.60916666666667,1.5804166666666666,205.14,234.16333333333333,749.4333333333334,,,
2012-07-15,,11.095833333333333,15.628333333333332,26.729583333333334,10.960416666666667,1.3904166666666666,29.299166666666665,0.28250000000000003,3.047083333333333,25.0625,91.0125,1.4516666666666664,182.72666666666666,211.75666666666666,749.8233333333333,13.333333333333334,,
2012-07-16,,16.56625,21.013749999999998,37.585,10.761666666666665,1.4929166666666667,31.81458333333333,0.39291666666666664,3.6629166666666664,26.032916666666665,85.6475,1.0741666666666667,156.3970833333333,217.45541666666668,750.7754166666667,17.0,,
2012-07-17,,20.264166666666664,23.234583333333333,43.498333333333335,11.218333333333334,1.7033333333333334,25.712083333333336,0.48208333333333336,3.9120833333333334,25.769583333333333,91.41583333333334,0.9020833333333332,186.76,205.3782608695652,750.16125,20.0,,
2012-07-18,,19.924583333333334,21.624583333333334,41.55833333333333,10.093333333333334,1.7670833333333331,23.273750000000003,0.4945833333333333,4.39875,27.277916666666666,85.24666666666667,1.3658333333333335,153.09416666666667,216.00541666666666,748.89875,,,
2012-07-19,,28.756666666666664,31.582916666666666,60.5425,7.945,1.7758333333333332,17.531363636363636,0.50875,4.110833333333333,24.90125,86.93041666666666,1.1720833333333334,145.49625,206.80124999999998,748.7958333333332,0.0,,
2012-07-20,,43.62615384615385,41.2575,88.40833333333335,25.736153846153847,2.689230769230769,16.546923076923076,0.7007692307692307,5.505384615384615,27.658461538461538,80.84307692307692,1.8761538461538463,114.28769230769231,232.54076923076926,749.1384615384615,,,
2012-07-21,,26.996666666666666,27.648333333333337,54.6525,10.103333333333333,1.7383333333333333,13.6325,0.49583333333333335,4.310416666666667,29.0725,74.2475,2.813333333333333,94.3175,243.04333333333332,749.9683333333334,,,
2012-07-22,,21.385416666666668,22.424166666666665,43.81125,9.369583333333333,1.4545833333333336,15.517083333333332,0.36916666666666664,3.11375,28.647916666666664,75.93166666666667,2.5779166666666664,98.765,235.75125,749.3833333333333,,,
2012-07-23,,25.770434782608696,22.614347826086956,48.06913043478261,10.863043478260868,1.6673913043478261,18.64,0.3939130434782609,2.623913043478261,28.942173913043476,75.80217391304348,1.9565217391304348,114.2313043478261,241.94347826086957,748.1426086956521,0.0,,
2012-07-24,,,,,,,,,,,,,,,,,,
2012-07-25,,,,,,,,,,,,,,,,,,
2012-07-26,,,,,,,,,,,,,,,,,,
2012-07-27,,,,,,,,,,,,,,,,,,
2012-07-28,,,,,,,,,,,,,,,,,,
2012-07-29,,,,,,,,,,,,,,,,,,
2012-07-30,,,,,,,,,,,,,,,,,,
2012-07-31,,,,,,,,,,,,,,,,,,
2012-08-01,,49.260666666666665,33.93066666666667,82.98733333333332,23.486923076923077,2.634666666666667,21.962,0.0,0.0,30.952,66.54466666666667,1.7953333333333332,116.206,264.57933333333335,748.9666666666667,,,
2012-08-02,,32.86333333333334,23.91125,56.7825,10.805,1.9829166666666664,16.9225,0.0,0.0,28.910416666666666,78.66916666666667,1.4945833333333332,132.90791666666667,223.90958333333333,749.1366666666667,,,
2012-08-03,,31.252916666666664,17.062916666666666,48.31583333333333,11.45125,1.8091666666666668,22.174583333333334,0.0,0.0,26.43625,85.87083333333334,1.6216666666666668,134.07375,214.23125000000002,749.1204166666666,,,
2012-08-04,,40.97291666666667,21.37708333333333,61.75833333333333,7.07,2.34,25.281666666666666,0.0,0.0,28.629583333333333,77.48833333333333,1.7,103.47583333333334,241.68666666666664,748.8145833333333,,,
2012-08-05,,27.165000000000003,18.28,45.165416666666665,9.7225,1.5204166666666667,22.8225,0.0,0.0,27.82625,77.80333333333333,2.61625,100.88208333333334,246.16625,749.3921739130435,,,
2012-08-06,,43.977916666666665,25.39625,68.91583333333334,19.506086956521738,2.6750000000000003,21.729166666666668,0.007916666666666667,0.04083333333333333,29.415833333333335,79.96375,5.507083333333334,94.85958333333333,246.10333333333335,749.8368181818182,,,
2012-08-07,,36.00083333333333,23.917083333333334,57.55416666666667,18.2925,2.6108333333333333,17.164583333333333,0.13833333333333334,1.2091666666666667,28.833333333333332,73.79291666666667,2.9483333333333337,100.07333333333334,243.00666666666666,750.2345833333334,,,
2012-08-08,,38.65,25.393333333333334,63.095,14.534999999999998,2.4162500000000002,15.11875,0.07333333333333333,0.42291666666666666,27.47,80.46374999999999,2.0783333333333336,107.13875,228.26999999999998,750.2082608695653,,,
2012-08-09,,39.329166666666666,26.151666666666667,65.37291666666667,7.485416666666667,1.885,14.73913043478261,0.21875,1.16875,27.115416666666665,83.81,1.5983333333333334,124.09041666666667,234.76958333333334,749.7475,0.0,,
2012-08-10,,22.321250000000003,24.998636363636365,44.715,6.902083333333334,1.7358333333333331,19.776666666666667,0.08666666666666667,0.7883333333333334,29.044166666666666,73.83708333333334,2.2220833333333334,101.665,242.47083333333333,749.25,,,
2012-08-11,,21.62125,20.009583333333335,41.63375,2.965,1.5504166666666668,23.015,0.16458333333333333,1.2079166666666665,27.844166666666666,77.125,3.550416666666667,96.39166666666667,242.01458333333335,750.2833333333333,,,
2012-08-12,,6.0275,10.7275,12.8445,2.29,1.03125,25.39125,0.0,0.0,27.268333333333334,79.76125,3.014583333333333,110.71,239.64833333333334,750.66,,,
2012-08-13,,22.023750000000003,17.215652173913043,36.920833333333334,6.547499999999999,1.4654166666666668,26.57625,0.0062499999999999995,0.0325,27.721666666666668,77.11,1.1416666666666666,166.61708333333334,246.88166666666666,750.6420833333333,12.5,,
2012-08-14,,32.079130434782606,24.864347826086956,56.69304347826087,10.537222222222221,2.526086956521739,15.77913043478261,0.12913043478260872,0.6186956521739131,26.479130434782608,84.05434782608695,0.9256521739130434,183.43391304347827,222.81130434782608,746.5330434782608,,,
2012-08-15,,14.33095238095238,19.162857142857142,31.756190476190476,3.6461904761904766,1.9095238095238096,22.182499999999997,0.0,0.0,27.687142857142856,73.54571428571428,1.119047619047619,158.19619047619048,268.55619047619047,746.0005,0.0,,
2012-08-16,,15.413846153846153,20.896666666666665,36.285000000000004,2.8300000000000005,3.0,22.90615384615385,0.2976923076923077,1.5561538461538462,28.634615384615383,73.47769230769231,1.35,202.59846153846155,238.0176923076923,743.0646153846154,0.0,,
2012-08-17,,27.659166666666664,19.647916666666667,46.91625,7.292916666666667,1.5558333333333334,20.77625,0.17958333333333332,1.3445833333333335,27.349999999999998,81.15416666666667,1.4104166666666667,173.35666666666668,232.08833333333334,750.3308695652174,3.0,,
2012-08-18,,51.718500000000006,23.877000000000002,73.179,11.131666666666668,4.364,17.939500000000002,0.606,1.405,30.2605,73.979,2.931,111.4105,286.765,750.0568421052632,,,
2012-08-19,,,,,,,,,,,,,,,,,,
2012-08-20,,,,,,,,,,,,,,240.91208333333336,,,,
2012-08-21,,21.686666666666667,24.355416666666667,46.04416666666666,7.324583333333333,1.5683333333333334,21.01125,0.4372727272727273,2.910909090909091,29.053749999999997,75.72125,2.6904166666666662,98.52541666666667,247.57291666666666,750.6175,,,
2012-08-22,,26.347916666666666,22.05,45.999583333333334,12.621500000000001,2.983333333333333,17.6225,0.3877777777777778,2.2244444444444444,26.71875,83.95125,2.7175,101.32791666666667,239.59625000000003,751.4429166666667,,,
2012-08-23,,15.389166666666666,20.010416666666668,34.52166666666667,7.261304347826088,1.4758333333333333,23.245833333333334,0.36,1.7778571428571428,26.08125,86.12166666666667,1.1683333333333332,219.81458333333333,241.61125,751.9104166666666,,,
2012-08-24,,24.02333333333333,19.41375,43.58875,10.057368421052631,1.44625,18.97736842105263,0.42500000000000004,3.695,27.800833333333333,77.96375,1.1166666666666667,216.0091666666667,246.60833333333335,751.64,,,
2012-08-25,,36.285000000000004,26.199583333333333,62.165,8.144545454545455,2.1733333333333333,21.254583333333333,0.28875,2.2275,28.125833333333333,79.35666666666667,1.1187500000000001,148.13958333333332,245.35375,751.785,,,
2012-08-26,,26.41541666666667,27.028750000000002,53.35375,7.0,1.6575,25.512083333333333,0.34,2.51,26.776666666666667,82.67916666666666,1.3091666666666668,130.53583333333333,241.89666666666668,751.3616666666667,17.78,,
2012-08-27,,30.53958333333333,27.925,58.46958333333333,6.60625,1.6883333333333335,23.202916666666667,,,29.323333333333334,74.25916666666667,2.0375,104.82166666666666,242.53458333333333,750.7575,,,
2012-08-28,,28.499166666666667,29.389583333333334,57.89125000000001,2.7199999999999998,1.7295833333333333,22.263333333333335,,,29.940416666666668,72.57041666666667,1.7320833333333334,102.18833333333333,230.92624999999998,751.09625,,,
2012-08-29,,22.8365,29.045499999999997,51.879,3.136,1.6844999999999999,23.244,,,30.754,70.9345,1.5715,114.1895,269.2405,751.632,,,
2012-08-30,,25.920833333333334,26.670833333333334,52.57416666666666,26.028333333333332,2.0325,22.770833333333332,,,31.865,61.44083333333333,1.5316666666666665,132.25666666666666,217.03583333333333,751.0300000000001,,,
2012-08-31,,15.106666666666667,18.177083333333332,33.30416666666667,8.692083333333333,1.3429166666666665,24.821250000000003,0.21727272727272728,2.0936363636363637,30.562083333333334,66.03416666666666,1.2608333333333335,139.97125,238.9125,750.9845833333334,,,
2012-09-01,,26.42375,24.770833333333332,51.19416666666667,9.660833333333334,1.7683333333333333,20.960416666666667,0.5281818181818182,2.766363636363636,30.435,69.36416666666666,1.3291666666666666,120.24874999999999,209.91291666666666,750.62125,,,
2012-09-02,,23.795,20.068749999999998,43.869166666666665,9.277916666666668,1.5245833333333332,21.029999999999998,0.54,2.77,29.732916666666668,74.31875000000001,1.7133333333333332,96.235,219.52083333333334,751.2049999999999,,,
2012-09-03,,30.639565217391304,21.412608695652175,52.04565217391304,3.806086956521739,1.3886956521739129,19.566956521739133,0.5375,2.52125,27.60391304347826,79.88782608695652,2.237391304347826,104.43869565217392,198.95652173913044,751.0973913043479,,,
2012-09-04,,32.00541666666667,19.423750000000002,51.42333333333334,10.14304347826087,1.5591666666666668,19.42125,0.5142857142857143,2.8778571428571427,27.232916666666668,76.3325,3.5695833333333336,94.65833333333335,225.86,751.485,,,
2012-09-05,,23.219583333333333,17.055416666666666,40.27,6.0375000000000005,1.3904166666666666,21.3625,0.418,2.294,27.065833333333334,75.58458333333333,3.8641666666666663,96.64541666666666,223.94625,752.0004166666666,,,
2012-09-06,,42.28363636363636,17.814545454545456,60.02818181818182,24.104545454545452,2.0327272727272727,19.525909090909092,0.41,2.25,25.603181818181817,84.39999999999999,2.6186363636363637,94.23272727272727,199.19863636363635,753.079090909091,0.0,,
2012-09-07,,43.01125,25.0925,68.10333333333334,10.691363636363636,1.98375,22.33125,0.4675,3.1262499999999998,27.495416666666667,77.76208333333334,1.3420833333333333,98.64958333333334,215.2825,752.8562499999999,,,
2012-09-08,,40.7175,27.56458333333333,67.42875,10.508750000000001,2.069166666666667,24.861666666666665,0.49399999999999994,2.983,30.24791666666667,67.09208333333333,0.5345833333333333,126.87541666666665,217.66916666666668,752.1037500000001,,,
2012-09-09,,28.052083333333332,21.008333333333333,49.074999999999996,5.947083333333333,1.6266666666666667,29.102083333333336,0.49,3.03,27.688333333333333,79.44500000000001,1.6070833333333334,117.28083333333332,209.69041666666666,752.1366666666667,20.0,,
2012-09-10,,28.34,21.826666666666668,50.15833333333333,7.745416666666667,1.655,29.39708333333333,0.569,2.872,27.34583333333333,79.8325,1.7870833333333334,95.00458333333334,221.9525,752.0329166666667,,,
2012-09-11,,24.01833333333333,22.094583333333333,46.39541666666667,2.8158333333333334,1.5004166666666665,26.611666666666665,0.44416666666666665,2.21,28.229583333333334,75.5475,1.3791666666666667,109.455,230.94136363636363,751.4274999999999,,,
2012-09-12,,26.42625,28.084999999999997,54.51291666666666,8.24375,1.7258333333333333,25.94125,0.493,2.477,29.065833333333334,74.87666666666667,0.9845833333333333,103.26208333333334,212.87958333333333,751.1700000000001,,,
2012-09-13,,24.715416666666666,23.46666666666667,48.187916666666666,7.903333333333333,1.6475,26.609583333333333,0.492,2.288,26.615416666666665,85.29416666666667,1.2583333333333333,138.40291666666667,234.33249999999998,751.28125,,,
2012-09-14,,20.637999999999998,19.649333333333335,40.28333333333333,10.145333333333333,1.6566666666666667,28.002,0.44399999999999995,2.2079999999999997,25.63533333333333,86.77333333333333,0.6940000000000001,220.40733333333336,345.03444444444443,751.0693333333334,10.666666666666666,,
2012-09-15,,,,,,,,,,,,,,,,,,
2012-09-16,,,,,,,,,,,,,,,,,,
2012-09-17,,,,,,,,,,,,,,,,,,
2012-09-18,,,,,,,,,,,,,,,,,,
2012-09-19,,,,,,,,,,,,,,,,,,
2012-09-20,,,,,,,,,,,,,,,,,,
2012-09-21,,,,,,,,,,,,,,,,,,
2012-09-22,,,,,,,,,,,,,,,,,,
2012-09-23,,,,,,,,,,,,,,,,,,
2012-09-24,,,,,,,,,,,,,,,,,,
2012-09-25,,,,,,,,,,,,,,,,,,
2012-09-26,,,,,,,,,,,,,,,,,,
2012-09-27,,,,,,,,,,,,,,,,,,
2012-09-28,,,,,,,,,,,,,,,,,,
2012-09-29,,,,,,,,,,,,,,,,,,
2012-09-30,,,,,,,,,,,,,,,,,,
2012-10-01,,,,,,,,,,,,,,,,,,
2012-10-02,,,,,,,,,,,,,,,,,,
2012-10-03,,,,,,,,,,,,,,,,,,
2012-10-04,,,,,,,,,,,,,,,,,,
2012-10-05,,,,,,,,,,,,,,,,,,
2012-10-06,,,,,,,,,,,,,,,,,,
2012-10-07,,40.285000000000004,38.535,78.8175,17.611875,2.475,18.099375000000002,,,29.570625,62.524375,0.4825,123.409375,204.01625,754.423125,,,
2012-10-08,,43.169999999999995,34.14208333333333,77.3425,7.401739130434783,2.2704166666666667,9.914166666666667,0.632,3.4530000000000003,26.9075,76.44833333333334,0.48541666666666666,156.85625000000002,213.69727272727275,754.2945833333333,,,
2012-10-09,,35.82782608695652,20.831304347826087,57.43782608695652,9.668260869565218,2.1734782608695653,12.35,0.46222222222222226,2.5277777777777777,22.592173913043478,87.41521739130435,1.3560869565217393,121.95434782608694,228.35833333333332,754.3360869565217,9.0,,
2012-10-10,,37.981249999999996,23.727083333333336,61.71208333333333,8.975,1.7279166666666665,12.3675,0.5640000000000001,2.771,23.90416666666667,82.29958333333333,0.5466666666666667,128.78083333333333,212.05875,754.5575,,,
2012-10-11,,21.81625,19.000833333333333,40.82333333333333,10.886666666666665,1.6008333333333333,13.868571428571428,0.4135714285714286,2.617857142857143,25.904583333333335,77.66583333333334,0.4679166666666667,210.56583333333333,242.27166666666668,753.9562500000001,,,
2012-10-12,,18.534583333333334,21.1775,39.71333333333333,14.432631578947367,1.5791666666666666,29.805625,0.3,1.163,26.627499999999998,70.46916666666667,0.49500000000000005,210.43666666666664,253.21166666666667,754.2345833333334,,,
2012-10-13,,13.92375,22.8425,36.7725,4.719166666666667,1.59,32.53333333333334,,,26.136666666666667,67.15541666666667,0.4375,191.81875,248.23083333333332,754.6641666666666,,,
2012-10-14,,11.078333333333333,23.858333333333334,34.937083333333334,4.66875,1.5745833333333332,47.94176470588235,,,25.91625,65.99875,0.3975,192.0925,243.2027272727273,755.0904166666666,,,
2012-10-15,,43.0875,29.336250000000003,72.43041666666666,4.681666666666667,2.2020833333333334,116.23076923076923,,,25.976249999999997,63.67875,0.32958333333333334,177.13041666666666,288.0915789473684,755.9133333333334,,,
2012-10-16,,91.57375,36.11416666666667,128.88958333333332,20.870833333333334,3.6508333333333334,62.251666666666665,0.0,0.0,25.88291666666667,61.91916666666666,0.34,161.69958333333332,245.34041666666667,756.4274999999999,,,
2012-10-17,,43.428333333333335,35.0675,78.50916666666667,14.042,2.112083333333333,17.074166666666667,,,25.58583333333333,66.82375,0.31708333333333333,186.49208333333334,269.3909523809524,756.3654166666666,,,
2012-10-18,,29.741666666666664,32.40833333333333,62.096666666666664,17.045416666666668,2.1766666666666667,17.684166666666666,,,25.94458333333333,64.29875,0.3179166666666667,195.90333333333334,251.83833333333334,756.1233333333333,,,
2012-10-19,,33.80625,30.577916666666667,64.38625,13.974166666666667,2.1041666666666665,16.61304347826087,,,25.30333333333333,65.6275,0.2966666666666667,188.18625,303.54285714285714,756.2970833333334,,,
2012-10-20,,56.47666666666667,30.12708333333333,86.59291666666667,14.022916666666667,2.3116666666666665,9.612916666666667,0.0,0.0,24.310000000000002,60.859166666666674,0.43625,178.6833333333333,293.26708333333335,756.7033333333334,,,
2012-10-21,,20.152083333333334,26.792916666666667,46.95208333333333,11.136249999999999,1.575,11.182083333333333,,,24.217916666666667,62.96333333333333,0.7225,181.61416666666665,318.73291666666665,756.8000000000001,,,
2012-10-22,,27.846666666666668,31.21083333333333,59.01166666666666,17.68318181818182,1.5337500000000002,12.926250000000001,,,25.060000000000002,59.50125,0.45208333333333334,197.82416666666666,300.05375,756.5620833333334,,,
2012-10-23,,15.979166666666666,33.71791666666667,49.6675,10.640454545454546,1.9408333333333332,16.90625,,,23.747083333333332,65.205,0.4154166666666667,200.4595833333333,306.75708333333336,756.0174999999999,,,
2012-10-24,,15.47,25.182083333333335,40.59916666666667,5.2247619047619045,1.7358333333333331,19.254166666666666,,,23.7325,61.29458333333333,0.35708333333333336,209.31416666666667,309.41625,755.2516666666667,,,
2012-10-25,,30.69458333333333,25.79125,56.02916666666667,9.62875,0.79,17.64375,,,23.89,61.33833333333333,0.33749999999999997,202.53708333333336,317.6825,755.05375,,,
2012-10-26,,26.032857142857146,24.542857142857144,50.575714285714284,3.419166666666667,0.6042857142857143,15.287857142857144,,,23.43,68.37142857142858,0.3285714285714286,175.70214285714286,338.0869230769231,755.995,,,
2012-10-27,,,,,,,,,,,,,,,,,,
2012-10-28,,32.52066666666666,40.90533333333334,73.43066666666667,13.961333333333334,2.1420000000000003,16.651333333333334,,,24.981333333333335,49.09466666666666,0.45,205.41933333333333,320.94458333333336,756.1186666666667,,,
2012-10-29,,25.162499999999998,34.111666666666665,59.25416666666666,9.112916666666667,1.8683333333333332,21.50695652173913,0.0,0.0,22.782083333333333,61.083333333333336,0.30583333333333335,181.53708333333336,291.83875,755.8879166666667,,,
2012-10-30,,35.3735,32.161500000000004,67.491,8.647499999999999,1.97,16.174583333333334,0.0,0.0,23.42,63.44333333333333,0.315,191.51250000000002,283.7133333333333,755.7025,,,
2012-10-31,,62.67666666666667,38.89291666666667,101.47833333333334,9.080416666666666,2.52375,16.044166666666666,,,23.651666666666667,59.821666666666665,0.31875000000000003,186.79958333333332,277.12083333333334,755.9345833333333,,,
2012-11-01,,94.42083333333333,50.092083333333335,144.51125,9.538333333333332,3.1254166666666667,14.945333333333334,0.0,0.0,22.580833333333334,65.09625,0.28375,160.66875,277.59499999999997,755.93375,,,
2012-11-02,,93.41125,54.29,147.70458333333332,8.99375,2.7079166666666663,16.246666666666666,0.0,0.0,22.915000000000003,64.00750000000001,0.29375,134.94833333333335,269.6429166666667,755.5116666666667,,,
2012-11-03,,30.032083333333333,32.37625,62.418749999999996,8.005416666666667,1.6316666666666666,23.037916666666664,,,22.807083333333335,70.01791666666666,1.2070833333333333,132.72416666666666,249.06833333333336,755.3166666666666,,,
2012-11-04,,14.45875,15.905000000000001,30.34958333333333,7.534166666666667,1.3241666666666667,71.62083333333334,,,20.674583333333334,83.16291666666667,0.8233333333333334,144.33041666666665,292.542380952381,755.3383333333333,,,
2012-11-05,,32.79333333333333,26.14,58.93875,7.627916666666667,1.7120833333333332,53.12,,,20.93,82.9325,0.41208333333333336,150.48125000000002,392.5438461538461,755.1441666666666,,,
2012-11-06,,60.82749999999999,34.678333333333335,94.09249999999999,8.314166666666667,2.330833333333333,18.027916666666666,0.0,0.0,23.00208333333333,77.6425,0.3070833333333333,142.18,608.6166666666667,755.5266666666666,,,
2012-11-07,,34.441250000000004,38.29833333333333,72.74374999999999,11.024166666666666,2.11,16.35875,0.0,0.0,22.534166666666668,63.864583333333336,0.365,214.12166666666667,696.3883333333333,755.28625,,,
2012-11-08,,14.205,24.901875,38.655625,13.68625,1.77125,35.64142857142857,0.34,2.01,20.766875,63.534375,0.3325,200.616875,797.323125,754.86,-0.06,,
2012-11-09,,,,,,,,,,,,,,,,,,
2012-11-10,,,,,,,,,,,,,,,,,,
2012-11-11,,51.565333333333335,52.49533333333333,104.06733333333334,16.700666666666667,3.5933333333333333,35.56466666666667,,,22.766666666666666,59.349333333333334,0.27866666666666673,202.40866666666668,331.06,756.1046666666666,-0.046000000000000006,,
2012-11-12,,113.51499999999999,49.43875,109.66904761904763,23.209565217391308,4.4225,33.21375,1.9341666666666668,7.790833333333333,20.91,68.42458333333333,0.2816666666666667,178.82500000000002,339.8452380952381,756.5383333333334,-0.04541666666666667,,
2012-11-13,,27.980416666666667,44.87625,72.85666666666667,3.4309523809523808,2.47625,19.084166666666665,0.9349999999999999,3.0309999999999997,20.938750000000002,67.82666666666667,0.4283333333333334,206.77041666666665,345.19652173913045,756.6341666666667,-0.04541666666666667,,
2012-11-14,,27.12708333333333,38.147083333333335,65.25791666666667,8.63,2.6441666666666666,12.233333333333334,0.6627272727272727,2.6818181818181817,20.4375,65.06916666666667,0.37875,202.275,364.62958333333336,756.0404166666667,-0.04833333333333334,,
2012-11-15,,30.217916666666667,33.03375,63.004583333333336,16.643478260869564,2.160416666666667,13.331428571428571,0.47111111111111115,3.376666666666667,20.375833333333333,61.94375,0.37166666666666665,191.26208333333332,349.11291666666665,756.4595833333333,-0.04750000000000001,,
2012-11-16,,92.02958333333333,43.405,117.72391304347826,25.420416666666668,3.3533333333333335,10.195555555555556,0.6781818181818182,4.418181818181818,19.850416666666668,60.89166666666667,0.3354166666666667,187.14791666666667,292.34250000000003,757.16,-0.048749999999999995,,
2012-11-17,,31.278999999999996,37.66842105263158,70.58315789473684,12.708888888888888,2.049,10.92263157894737,0.59,2.3575,18.9105,65.664,0.2855,183.0565,263.2475,756.7025,-0.0465,,
2012-11-18,,26.74,33.7978947368421,60.51263157894737,3.000625,2.3457894736842104,23.897894736842105,0.5,1.7,21.59,55.635263157894734,0.32210526315789473,190.11,304.5516666666667,756.0899999999999,-0.04842105263157895,,
2012-11-19,,27.905833333333334,31.025833333333335,58.8125,7.605416666666667,2.611764705882353,21.505416666666665,0.625,2.4758333333333336,19.919583333333332,61.80583333333333,0.29791666666666666,177.63666666666666,286.5025,756.2170833333333,-0.04875000000000001,,
2012-11-20,,36.124583333333334,31.339166666666667,67.43708333333333,15.232777777777777,3.857,29.0975,0.7320833333333333,2.7100000000000004,19.71875,60.75458333333333,0.3766666666666667,209.11708333333334,297.6125,756.6779166666666,-0.04708333333333334,,
2012-11-21,,29.15095238095238,35.02428571428571,64.12809523809524,15.6825,2.1514285714285712,9.987222222222222,0.6747619047619048,3.113809523809524,19.87238095238095,58.01095238095238,0.31380952380952387,199.4652380952381,320.68666666666667,756.6942857142857,-0.047619047619047616,,
2012-11-22,,,,,,,,,,,,,,,,,,
2012-11-23,,,,,,,,,,,,,,,,,,
2012-11-24,,,,,,,,,,,,,,,,,,
2012-11-25,,44.727999999999994,48.49133333333334,93.22000000000001,13.283999999999999,2.8459999999999996,12.508666666666667,0.782,3.3973333333333335,21.221333333333334,46.88933333333333,0.636,226.81466666666668,330.8520833333333,756.0553333333334,-0.046000000000000006,,
2012-11-26,,38.37916666666667,48.39958333333333,86.73083333333334,9.335833333333333,2.4004166666666666,30.43875,0.78625,3.3333333333333335,18.397916666666667,58.72333333333333,0.28458333333333335,195.88625000000002,301.93125000000003,756.5920833333333,-0.04875000000000001,,
2012-11-27,,36.961666666666666,46.33208333333334,83.21333333333332,9.132083333333334,2.234166666666667,70.38875,0.7020833333333334,3.2920833333333337,17.9975,56.33583333333333,0.43583333333333335,200.42,309.79791666666665,756.195,-0.04666666666666667,,
2012-11-28,,33.71875,40.97958333333333,74.70416666666667,15.943636363636365,2.1908333333333334,22.534166666666668,0.6708333333333334,2.3520833333333333,17.77125,55.78125,0.28875,196.77416666666667,311.2808333333333,756.18,-0.046250000000000006,,
2012-11-29,,82.11875,49.88999999999999,132.01375,16.451999999999998,3.6024999999999996,25.521666666666665,1.0574999999999999,3.9012499999999997,17.589166666666667,55.70083333333333,0.32208333333333333,202.94791666666666,335.61291666666665,755.5595833333333,-0.04750000000000001,,
2012-11-30,,35.28636363636363,49.306363636363635,84.60227272727273,9.397727272727273,2.4904545454545453,41.68363636363636,0.7927272727272728,2.8372727272727274,18.065454545454546,57.89545454545455,0.31681818181818183,200.5659090909091,329.45727272727277,755.5409090909092,-0.0440909090909091,,
2012-12-01,,,,,,,,,,,,,,,,,,
